Index	Disease_ID	Disease_name	Gene_symbol	Phenotypic_series_ID	Phenotypic_series_name	Tissue	Tissue_number	Clinical_manifestation	Pathogenesis
204	101600	Pfeiffer syndrome	FGFR2			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	Yes
205	612561	Diamond-Blackfan anemia 6	RPL5	PS105650	Diamond-Blackfan anemia	Respiratory system-Trachea	Respiratory system-Trachea (N=33)	No	No
206	156550	Kniest dysplasia	COL2A1	PS184255	Spondylometaphyseal dysplasia	Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
207	615490	"Charcot-Marie-Tooth disease, type 2R"	TRIM2	PS118220	Charcot-Marie-Tooth disease	Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	No
208	613800	Meier-Gorlin syndrome 2	ORC4	PS224690	Meier-Gorlin syndrome	Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
209	145410	"Opitz GBBB syndrome, type II"	SPECC1L	PS300000	Opitz GBBB syndrome	Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
210	613803	Meier-Gorlin syndrome 3	ORC6	PS224690	Meier-Gorlin syndrome	Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
211	139210	Myhre syndrome	SMAD4			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
212	610253	Kleefstra syndrome 1	EHMT1	PS156200	"Mental retardation, autosomal dominant"	Respiratory system-Trachea	Respiratory system-Trachea (N=33)	NA	NA
213	610253	Kleefstra syndrome 1	EHMT1	PS610253	Kleefstra syndrome	Respiratory system-Trachea	Respiratory system-Trachea (N=33)	NA	NA
214	608022	Diaphanospondylodysostosis	BMPER			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
215	618454	Developmental delay with or without dysmorphic facies and autism	TRRAP			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
216	215140	Greenberg skeletal dysplasia	LBR			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
217	302960	"Chondrodysplasia punctata, X-linked dominant"	EBP			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
218	617180	Chitayat syndrome	ERF			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
219	619083	Delpire-McNeill syndrome	SLC12A2			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
220	617660	"Vertebral, cardiac, renal, and limb defects syndrome 1"	HAAO	PS617660	"Vertebral, cardiac, renal, and limb defects syndrome"	Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
221	309900	Mucopolysaccharidosis II	IDS	PS607014	Mucopolysaccharidoses	Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
222	601390	Van Maldergem syndrome 1	DCHS1	PS601390	Van Maldergem syndrome	Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
223	615546	Van Maldergem syndrome 2	FAT4	PS601390	Van Maldergem syndrome	Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
224	114290	Acampomelic campomelic dysplasia	SOX9			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
225	114290	Campomelic dysplasia	SOX9			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
226	114290	Campomelic dysplasia with autosomal sex reversal	SOX9			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
227	101200	Apert syndrome	FGFR2			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
228	617809	Geleophysic dysplasia 3	LTBP3	PS231050	Geleophysic dysplasia	Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
229	202650	Agnathia-otocephaly complex	PRRX1			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
230	214800	?CHARGE syndrome	SEMA3E			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
231	214800	CHARGE syndrome	CHD7			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
232	616368	CHOPS syndrome	AFF4			Respiratory system-Trachea	Respiratory system-Trachea (N=33)	Yes	NA
233	606071	"Hereditary motor and sensory neuropathy, type IIc"	TRPV4	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
234	607684	"Charcot-Marie-Tooth disease, type 2E"	NEFL	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
235	616668	"Charcot-Marie-Tooth disease, axonal, type 2X"	SPG11	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
236	260600	"Leukodystrophy, hypomyelinating, 3"	AIMP1	PS312080	"Leukodystrophy, hypomyelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
237	614881	"Spinal muscular atrophy, distal, autosomal recessive, 5"	DNAJB2			Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
238	613708	"Neuropathy, hereditary sensory, type ID"	ATL1	PS162400	Hereditary sensory and autonomic neuropathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
239	601382	"Charcot-Marie-Tooth disease, type 4B1"	MTMR2	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
240	613115	"Neuropathy, hereditary sensory and autonomic, type IIB"	RETREG1	PS162400	Hereditary sensory and autonomic neuropathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
241	118200	"Charcot-Marie-Tooth disease, type 1B"	MPZ	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
242	614563	"Mental retardation, autosomal dominant 13"	DYNC1H1	PS156200	"Mental retardation, autosomal dominant"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
243	614608	Coffin-Siris syndrome 3	SMARCB1	PS135900	Coffin-Siris syndrome	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
244	614608	Coffin-Siris syndrome 3	SMARCB1	PS156200	"Mental retardation, autosomal dominant"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
245	605253	"Hypomyelinating neuropathy, congenital, 1"	EGR2	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
246	605253	"Hypomyelinating neuropathy, congenital, 1"	EGR2	PS605253	"Neuropathy, congenital hypomelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
247	302800	"Charcot-Marie-Tooth neuropathy, X-linked dominant, 1"	GJB1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
248	607678	"Charcot-Marie-Tooth disease, type 1D"	EGR2	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
249	214400	"Charcot-Marie-Tooth disease, type 4A"	GDAP1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
250	608654	"Neuropathy, hereditary sensory and autonomic, type V"	NGF	PS162400	Hereditary sensory and autonomic neuropathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
251	162091	"{Schwannomatosis-1, susceptibility to}"	SMARCB1	PS162091	Schwannomatosis	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
252	162091	"Schwannomatosis, somatic"	NF2	PS162091	Schwannomatosis	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
253	606482	"Charcot-Marie-Tooth disease, axonal type 2M"	DNM2	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
254	606482	"Charcot-Marie-Tooth disease, dominant intermediate B"	DNM2	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
255	608323	"Charcot-Marie-Tooth disease, dominant intermediate C"	YARS1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
256	610532	"Leukodystrophy, hypomyelinating, 5"	FAM126A	PS312080	"Leukodystrophy, hypomyelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
257	301835	Arts syndrome	PRPS1	PS309510	"Mental retardation, X-linked syndromic"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
258	256850	Giant axonal neuropathy-1	GAN	PS256850	Giant axonal neuropathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
259	167320	Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia 1	VCP	PS167320	Inclusion body myopathy/Paget disease/frontotemporal dementia	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
260	616688	"Charcot-Marie-Tooth disease, axonal, type 2Z"	MORC2	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
261	310490	Cowchock syndrome	AIFM1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
262	616684	"Charcot-Marie-Tooth disease, type 4K"	SURF1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
263	616687	"Charcot-Marie-Tooth disease, type 2Y"	VCP	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
264	616683	"Leukodystrophy, hypomyelinating, 12"	VPS11	PS312080	"Leukodystrophy, hypomyelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
265	248370	Mandibuloacral dysplasia	LMNA	PS248370	Mandibuloacral dysplasia with lipodystrophy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
266	616280	"Charcot-Marie-Tooth disease, axonal, type 2U"	MARS1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
267	611228	"Charcot-Marie-Tooth disease, type 4J"	FIG4	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
268	616516	"Emery-Dreifuss muscular dystrophy 3, autosomal recessive"	LMNA	PS310300	Emery-Dreifuss muscular dystrophy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
269	615284	"Charcot-Marie-Tooth disease, type 4B3"	SBF1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
270	616881	"Leukodystrophy, hypomyelinating, 13"	HIKESHI	PS312080	"Leukodystrophy, hypomyelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
271	615551	"Episodic pain syndrome, familial, 2"	SCN10A	PS615040	Familial episodic pain syndrome	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
272	615552	"Episodic pain syndrome, familial, 3"	SCN11A	PS615040	Familial episodic pain syndrome	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
273	256840	"Neuropathy, hereditary sensory, with spastic paraplegia"	CCT5			Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
274	118220	"Charcot-Marie-Tooth disease, type 1A"	PMP22	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
275	615490	"Charcot-Marie-Tooth disease, type 2R"	TRIM2	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
276	300614	"Deafness, X-linked 5"	AIFM1	PS304500	"Deafness, X-linked"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
277	300614	"Deafness, X-linked 5"	AIFM1	PS609129	Auditory neuropathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
278	616192	"?Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus"	DNAJC3			Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
279	614381	"Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism"	POLR3B	PS312080	"Leukodystrophy, hypomyelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
280	601098	"Charcot-Marie-Tooth disease, type 1C"	LITAF	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
281	601152	Hereditary motor and sensory neuropathy VIA	MFN2	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
282	182600	"Spastic paraplegia 3A, autosomal dominant"	ATL1	PS303350	Spastic paraplegia	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
283	616339	Developmental and epileptic encephalopathy 29	AARS1	PS308350	Developmental and epileptic encephalopathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
284	115200	"Cardiomyopathy, dilated, 1A"	LMNA	PS115200	Dilated cardiomyopathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
285	601472	"Charcot-Marie-Tooth disease, type 2D"	GARS1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
286	604360	"Spastic paraplegia 11, autosomal recessive"	SPG11	PS303350	Spastic paraplegia	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
287	616039	"Charcot-Marie-Tooth disease, recessive intermediate D"	COX6A1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
288	607677	"Charcot-Marie-Tooth disease, type 2I"	MPZ	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
289	151660	"Lipodystrophy, familial partial, type 2"	LMNA	PS151660	"Lipodystrophy, familial partial"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
290	607791	"Charcot-Marie-Tooth disease, dominant intermediate D"	MPZ	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
291	612438	"Leukodystrophy, hypomyelinating, 6"	TUBB4A	PS312080	"Leukodystrophy, hypomyelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
292	608673	"Charcot-Marie-Tooth disease, axonal, type 2L"	HSPB8	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
293	223900	"Dysautonomia, familial"	ELP1	PS162400	Hereditary sensory and autonomic neuropathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
294	615548	"Neuropathy, hereditary sensory and autonomic, type VII"	SCN11A	PS162400	Hereditary sensory and autonomic neuropathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
295	201300	"Neuropathy, hereditary sensory and autonomic, type II"	WNK1	PS162400	Hereditary sensory and autonomic neuropathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
296	614255	NESCAV syndrome	KIF1A			Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
297	608804	"Leukodystrophy, hypomyelinating, 2"	GJC2	PS312080	"Leukodystrophy, hypomyelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
298	607706	"Charcot-Marie-Tooth disease, axonal, with vocal cord paresis"	GDAP1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
299	609311	"Charcot-Marie-Tooth disease, type 4H"	FGD4	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
300	162400	"Neuropathy, hereditary sensory and autonomic, type IA"	SPTLC1	PS162400	Hereditary sensory and autonomic neuropathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
301	181350	"Emery-Dreifuss muscular dystrophy 2, autosomal dominant"	LMNA	PS310300	Emery-Dreifuss muscular dystrophy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
302	617087	"Charcot-Marie-Tooth disease, axonal, type 2A2B"	MFN2	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
303	616140	"Leukodystrophy, hypomyelinating, 9"	RARS1	PS312080	"Leukodystrophy, hypomyelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
304	616625	"Charcot-Marie-Tooth disease, axonal, type 2W"	HARS1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
305	605588	"Charcot-Marie-Tooth disease, type 2B1"	LMNA	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
306	312080	Pelizaeus-Merzbacher disease	PLP1	PS312080	"Leukodystrophy, hypomyelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
307	160150	"{Centronuclear myopathy, autosomal, modifier of}"	MTMR14	PS160150	"Myopathy, centronuclear"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
308	160150	Centronuclear myopathy 1	DNM2	PS160150	"Myopathy, centronuclear"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
309	614116	"Neuropathy, hereditary sensory, type IE"	DNMT1	PS162400	Hereditary sensory and autonomic neuropathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
310	607831	"?Charcot-Marie-Tooth disease, axonal, autosomal dominant, type 2K"	JPH1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
311	607831	"Charcot-Marie-Tooth disease, axonal, type 2K"	GDAP1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
312	604563	"Charcot-Marie-Tooth disease, type 4B2"	SBF2	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
313	615632	"Neuropathy, hereditary sensory, type IF"	ATL3	PS162400	Hereditary sensory and autonomic neuropathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
314	617017	"Charcot-Marie-Tooth disease, axonal, type 2T"	MME	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
315	616155	"Charcot-Marie-Tooth disease, axonal, type 2S"	IGHMBP2	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
316	602099	"Amyotrophic lateral sclerosis 5, juvenile"	SPG11	PS105400	Amyotrophic lateral sclerosis	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
317	616420	"Leukodystrophy, hypomyelinating, 10"	PYCR2	PS312080	"Leukodystrophy, hypomyelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
318	158590	"Neuronopathy, distal hereditary motor, type IIA"	HSPB8			Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
319	615376	"Charcot-Marie-Tooth disease, recessive intermediate C"	PLEKHG5	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
320	605285	"Neuropathy, hereditary motor and sensory, Russe type"	HK1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
321	605280	"Spastic paraplegia 13, autosomal dominant"	HSPD1	PS303350	Spastic paraplegia	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
322	614436	"Charcot-Marie-Tooth disease, axonal, type 2P"	LRSAM1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
323	606595	"Charcot-Marie-Tooth disease, axonal, type 2F"	HSPB1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
324	612233	"Leukodystrophy, hypomyelinating, 4"	HSPD1	PS312080	"Leukodystrophy, hypomyelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
325	613640	"Neuropathy, hereditary sensory and autonomic, type IC"	SPTLC2	PS162400	Hereditary sensory and autonomic neuropathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
326	311070	"Charcot-Marie-Tooth disease, X-linked recessive, 5"	PRPS1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
327	610357	"Spastic paraplegia 30, autosomal dominant"	KIF1A	PS303350	Spastic paraplegia	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
328	610357	"Spastic paraplegia 30, autosomal recessive"	KIF1A	PS303350	Spastic paraplegia	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
329	118300	"Charcot-Marie-Tooth disease, type 1E"	PMP22	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
330	616924	"Charcot-Marie-Tooth disease, axonal, type 2CC"	NEFH	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
331	614228	"Charcot-Marie-Tooth disease, axonal, type 20"	DYNC1H1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
332	613376	"?Neuronopathy, distal hereditary motor, type IIC"	HSPB3			Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
333	616494	"Leukodystrophy, hypomyelinating, 11"	POLR1C	PS312080	"Leukodystrophy, hypomyelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
334	105400	"{Amyotrophic lateral sclerosis, susceptibility to}"	DCTN1	PS105400	Amyotrophic lateral sclerosis	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
335	105400	"{Amyotrophic lateral sclerosis, susceptibility to}"	PRPH	PS105400	Amyotrophic lateral sclerosis	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
336	105400	Amyotrophic lateral sclerosis 1	SOD1	PS105400	Amyotrophic lateral sclerosis	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
337	105400	"?{Amyotrophic lateral sclerosis, susceptibility to}"	NEFH	PS105400	Amyotrophic lateral sclerosis	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
338	256800	"Insensitivity to pain, congenital, with anhidrosis"	NTRK1	PS162400	Hereditary sensory and autonomic neuropathy	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
339	601455	"Charcot-Marie-Tooth disease, type 4D"	NDRG1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
340	608516	{Major depressive disorder and accelerated response to antidepressant drug treatment}	FKBP5			Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
341	608516	"{Unipolar depression, susceptibility to}"	TPH2			Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
342	608516	Major depressive disorder 1	MDD1			Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
343	608516	"{Major depressive disorder, response to citalopram therapy in}"	HTR2A			Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
344	608516	"{Seasonal affective disorder, susceptibility to}"	HTR2A			Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
345	608516	Major depressive disorder 2	MDD2			Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
346	609260	"Charcot-Marie-Tooth disease, axonal, type 2A2A"	MFN2	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
347	601596	"Charcot-Marie-Tooth disease, type 4C"	SH3TC2	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
348	607736	"Charcot-Marie-Tooth disease, type 2J"	MPZ	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
349	607734	"Charcot-Marie-Tooth disease, type 1F"	NEFL	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
350	607694	"Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism"	POLR3A	PS312080	"Leukodystrophy, hypomyelinating"	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
351	614504	Usher syndrome type 3B	HARS1	PS276900	Usher syndrome	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
352	613287	"Charcot-Marie-Tooth disease, axonal, type 2N"	AARS1	PS118220	Charcot-Marie-Tooth disease	Peripheral nerve	Peripheral nerve (N=117)	Yes	NA
