 b cell,marginal zone b cell differentiation,positive regulation of b cell proliferation,negative regulation of b cell receptor signaling pathway,regulation of b cell activation,regulation of b cell differentiation,negative regulation of b cell proliferation,b-1 b cell lineage commitment,mature b cell differentiation involved in immune response,follicular b cell differentiation,regulation of b cell antigen processing and presentation,negative regulation of b cell activation,positive regulation of b cell chemotaxis,positive regulation of b cell activation,positive regulation of b cell apoptotic process,immature b cell differentiation,regulation of b cell receptor signaling pathway,regulation of b cell apoptotic process,positive regulation of b cell receptor signaling pathway,positive regulation of b cell differentiation,germinal center b cell differentiation,negative regulation of b cell apoptotic process,b-1 b cell homeostasis,b-1 b cell differentiation,regulation of b cell proliferation,positive regulation of central b cell tolerance induction,mature b cell differentiation,negative regulation of b cell differentiation,negative regulation of mature b cell apoptotic process,b-1a b cell differentiation,positive regulation of b cell tolerance induction,peripheral b cell tolerance induction,primary adaptive immune response involving t cells and b cells,transitional one stage b cell differentiation,regulation of b cell cytokine production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 renal,positive regulation of renal sodium excretion,negative regulation of renal sodium excretion,regulation of renal sodium excretion,regulation of renal output by angiotensin,epithelial cell proliferation involved in renal tubule morphogenesis,negative regulation of renal albumin absorption,bmp signaling pathway involved in renal system segmentation,mesenchymal cell differentiation involved in renal system development,regulation of blood volume by renal aldosterone,positive regulation of renal water transport,metanephric renal vesicle morphogenesis,positive regulation of renal albumin absorption,mesenchymal to epithelial transition involved in metanephric renal vesicle formation,negative regulation of renal phosphate excretion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 t cell,negative regulation of t cell receptor signaling pathway,negative regulation of cd4-positive_ alpha-beta t cell costimulation,regulation of t cell migration,negative regulation of t cell activation,positive regulation of t cell chemotaxis,nk t cell differentiation,positive regulation of cd4-positive_ alpha-beta t cell differentiation,negative regulation of cd8-positive_ alpha-beta t cell differentiation,negative regulation of nk t cell proliferation,regulation of cd4-positive_ alpha-beta t cell differentiation,regulation of cd8-positive_ alpha-beta t cell differentiation,positive regulation of t cell proliferation,positive regulation of t cell mediated cytotoxicity,memory t cell extravasation,negative regulation of cytotoxic t cell degranulation,negative regulation of t cell cytokine production,positive regulation of t cell cytokine production,positive regulation of cd4-positive_ alpha-beta t cell proliferation,negative regulation of cd4-positive_ alpha-beta t cell proliferation,positive regulation of cd8-positive_ alpha-beta t cell proliferation,regulation of t cell proliferation,negative regulation of regulatory t cell differentiation,memory t cell activation,positive regulation of memory t cell differentiation,positive regulation of alpha-beta t cell proliferation,positive regulation of cd4-positive_ alpha-beta t cell costimulation,regulation of t cell activation,negative regulation of activated t cell proliferation,regulation of t cell receptor signaling pathway,positive regulation of t cell mediated cytotoxicity directed against tumor cell target,negative regulation of t cell mediated cytotoxicity,positive regulation of t cell mediated immunity,positive thymic t cell selection,negative thymic t cell selection,positive regulation of t cell differentiation,positive regulation of gamma-delta t cell differentiation,gamma-delta t cell differentiation,regulation of gamma-delta t cell differentiation,positive regulation of t cell receptor signaling pathway,negative regulation of t cell proliferation,cd4-positive_ alpha-beta t cell cytokine production,positive regulation of cd4-positive_ alpha-beta t cell activation,regulation of regulatory t cell differentiation,positive regulation of regulatory t cell differentiation,thymic t cell selection,positive regulation of alpha-beta t cell differentiation,regulation of t cell tolerance induction,activation-induced cell death of t cells,positive regulation of activated t cell proliferation,regulation of t cell homeostatic proliferation,positive regulation of t cell activation,negative regulation of t cell apoptotic process,t cell activation via t cell receptor contact with antigen bound to mhc molecule on antigen presenting cell,regulation of t cell differentiation in thymus,positive regulation of t cell migration,maintenance of granzyme b location in t cell secretory granule,negative regulation of cd8-positive_ alpha-beta t cell proliferation,cd4-positive_ alpha-beta t cell differentiation,negative regulation of activation-induced cell death of t cells,positive regulation of t cell differentiation in thymus,alpha-beta t cell activation,positive regulation of t cell activation via t cell receptor contact with antigen bound to mhc molecule on antigen presenting cell,cd4-positive_ alpha-beta t cell costimulation,regulation of t cell differentiation,regulation of cd8-positive_ alpha-beta t cell proliferation,positive regulation of cytotoxic t cell differentiation,positive regulation of cd8-positive_ alpha-beta cytotoxic t cell extravasation,positive regulation of nk t cell proliferation,positive regulation of nk t cell differentiation,gamma-delta t cell activation,positive regulation of t cell anergy,establishment of t cell polarity,regulation of cd8-positive_ alpha-beta t cell activation,helper t cell enhancement of adaptive immune response,cd8-positive_ alpha-beta t cell activation,positive regulation of cd8-positive_ alpha-beta t cell differentiation,positive regulation of nk t cell activation,positive regulation of cd4-positive_ cd25-positive_ alpha-beta regulatory t cell differentiation involved in immune response,negative regulation of t cell differentiation,regulation of t cell mediated immune response to tumor cell,negative regulation of cd4-positive_ alpha-beta t cell differentiation,negative regulation of t cell migration,cd8-positive_ alpha-beta intraepithelial t cell differentiation,cd8-positive_ gamma-delta intraepithelial t cell differentiation,cd8-positive_ alpha-beta t cell differentiation,regulation of activated t cell proliferation,regulation of t cell mediated cytotoxicity,regulation of activation-induced cell death of t cells,regulation of cd8-positive_ alpha-beta cytotoxic t cell extravasation,negative regulation of t cell differentiation in thymus,negative regulation of immature t cell proliferation in thymus,regulation of t cell apoptotic process,negative regulation of t cell activation via t cell receptor contact with antigen bound to mhc molecule on antigen presenting cell,negative regulation of activated cd8-positive_ alpha-beta t cell apoptotic process,positive t cell selection,alpha-beta t cell differentiation,cytotoxic t cell degranulation,positive regulation of gamma-delta t cell activation,cd4-positive or cd8-positive_ alpha-beta t cell lineage commitment,helper t cell diapedesis,positive regulation of activated t cell autonomous cell death,regulation of positive thymic t cell selection,positive regulation of establishment of t cell polarity,helper t cell extravasation,positive regulation of t cell apoptotic process,positive regulation of t cell costimulation,negative regulation of nk t cell activation,negative regulation of cd4-positive_ alpha-beta t cell activation,negative regulation of positive thymic t cell selection,regulation of t cell anergy,cd8-positive_ alpha-beta t cell lineage commitment,negative regulation of t cell mediated immunity,negative regulation of t cell extravasation,negative regulation of memory t cell differentiation,regulation of t cell cytokine production,regulatory t cell differentiation,susceptibility to t cell mediated cytotoxicity,positive regulation of t cell tolerance induction,cd4-positive_ alpha-beta t cell activation,cytotoxic t cell differentiation,positive regulation of immature t cell proliferation in thymus,positive regulation of t cell mediated immune response to tumor cell,negative regulation of alpha-beta t cell differentiation,negative regulation of alpha-beta t cell proliferation,peripheral t cell tolerance induction,negative regulation of alpha-beta t cell activation,activated t cell proliferation,cd8-positive_ alpha-beta t cell differentiation involved in immune response,positive regulation of cd8-positive_ alpha-beta t cell extravasation,alpha-beta t cell lineage commitment,regulation of memory t cell differentiation,regulation of t cell chemotaxis,nk t cell proliferation,extrathymic t cell selection,alpha-beta t cell proliferation,negative regulation of establishment of t cell polarity,negative regulation of t cell antigen processing and presentation,negative regulation of cd8-positive_ alpha-beta t cell activation,positive regulation of memory t cell activation,positive regulation of cd8-positive_ alpha-beta t cell activation,regulation of cd4-positive_ alpha-beta t cell activation,primary adaptive immune response involving t cells and b cells,regulation of extrathymic t cell differentiation,regulation of nk t cell differentiation,negative t cell selection,negative regulation of immature t cell proliferation,cd4-positive_ cd25-positive_ alpha-beta regulatory t cell lineage commitment,nk t cell lineage commitment,cd4-positive_ alpha-beta t cell lineage commitment,positive regulation of immature t cell proliferation,memory t cell proliferation,positive regulation of activated cd8-positive_ alpha-beta t cell apoptotic process,regulation of establishment of t cell polarity,memory t cell differentiation,cd4-positive_ cd25-positive_ alpha-beta regulatory t cell differentiation,positive regulation of gamma-delta t cell activation involved in immune response,regulation of t cell antigen processing and presentation,positive regulation of peripheral t cell tolerance induction,positive regulation of cd4-positive_ cd25-positive_ alpha-beta regulatory t cell differentiation,positive regulation of t cell extravasation,immature t cell proliferation in thymus,,,,,,,,,,,,,,,,,,,,,,,,
pulmonary,pulmonary valve morphogenesis,pulmonary valve formation,pulmonary valve development,positive regulation of pulmonary blood vessel remodeling,pulmonary artery endothelial tube morphogenesis,pulmonary artery morphogenesis,pulmonary myocardium development,pulmonary vein morphogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purkinje,bundle of his cell to purkinje myocyte communication by electrical coupling,purkinje myocyte to ventricular cardiac muscle cell communication by electrical coupling,regulation of purkinje myocyte action potential,cerebellar purkinje cell layer structural organization,purkinje myocyte to ventricular cardiac muscle cell signaling,bundle of his cell-purkinje myocyte adhesion involved in cell communication,cerebellar purkinje cell differentiation,cerebellar purkinje cell layer morphogenesis,cerebellar purkinje cell layer maturation,cerebellar purkinje cell layer development,cerebellar purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation,radial glia guided migration of purkinje cell,purkinje myocyte development,membrane depolarization during purkinje myocyte cell action potential,purkinje myocyte differentiation,cerebellar purkinje cell layer formation,bundle of his cell to purkinje myocyte communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radial glial ,formation of radial glial scaffolds,forebrain radial glial cell differentiation,radial glial cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retinal ,retinal cell programmed cell death,retinal metabolic process,retinal ganglion cell axon guidance,regulation of retinal ganglion cell axon guidance,positive regulation of retinal ganglion cell axon guidance,retinal cone cell development,retinal pigment epithelium development,regulation of retinal cell programmed cell death,retinal bipolar neuron differentiation,retinal blood vessel morphogenesis,negative regulation of retinal ganglion cell axon guidance,retinal rod cell development,retinal cone cell apoptotic process,retinal rod cell differentiation,negative regulation of retinal cell programmed cell death,retinal rod cell apoptotic process,establishment of blood-retinal barrier,retinal cell apoptotic process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salivary gland,salivary gland morphogenesis,dichotomous subdivision of terminal units involved in salivary gland branching,branching involved in salivary gland morphogenesis,epithelial cell proliferation involved in salivary gland morphogenesis,branch elongation involved in salivary gland morphogenesis,regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling,regulation of branching involved in salivary gland morphogenesis,regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling,salivary gland cavitation,salivary gland development,epithelial cell maturation involved in salivary gland development,cell differentiation involved in salivary gland development,submandibular salivary gland formation,regulation of branching involved in salivary gland morphogenesis by epithelial-mesenchymal signaling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
satellite ,regulation of skeletal muscle satellite cell proliferation,regulation of satellite cell activation involved in skeletal muscle regeneration,skeletal muscle satellite cell differentiation,skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration,satellite cell activation involved in skeletal muscle regeneration,negative regulation of satellite cell differentiation,positive regulation of satellite cell activation involved in skeletal muscle regeneration,positive regulation of growth factor dependent skeletal muscle satellite cell proliferation,negative regulation of skeletal muscle satellite cell proliferation,skeletal muscle satellite cell activation,skeletal muscle satellite cell migration,growth factor dependent regulation of skeletal muscle satellite cell proliferation,skeletal muscle satellite cell proliferation,skeletal muscle satellite cell commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schwann ,negative regulation of schwann cell migration,negative regulation of schwann cell proliferation involved in axon regeneration,regulation of schwann cell differentiation,schwann cell differentiation,positive regulation of schwann cell differentiation,negative regulation of schwann cell proliferation,schwann cell development,positive regulation of schwann cell migration,schwann cell proliferation,positive regulation of schwann cell proliferation,positive regulation of schwann cell chemotaxis,positive regulation of schwann cell proliferation involved in axon regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
secretory cell,lung secretory cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skeletal muscle ,myotube differentiation involved in skeletal muscle regeneration,skeletal muscle cell differentiation,skeletal muscle tissue development,regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion,skeletal muscle contraction,skeletal muscle hypertrophy,positive regulation of skeletal muscle fiber development,skeletal muscle atrophy,regulation of skeletal muscle satellite cell proliferation,skeletal muscle tissue regeneration,skeletal muscle fiber development,skeletal muscle thin filament assembly,positive regulation of skeletal muscle tissue development,skeletal muscle fiber adaptation,regulation of satellite cell activation involved in skeletal muscle regeneration,negative regulation of skeletal muscle tissue regeneration,regulation of skeletal muscle adaptation,negative regulation of skeletal muscle tissue growth,positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion,myoblast fusion involved in skeletal muscle regeneration,positive regulation of skeletal muscle cell differentiation,positive regulation of skeletal muscle tissue regeneration,skeletal muscle acetylcholine-gated channel clustering,positive regulation of skeletal muscle acetylcholine-gated channel clustering,regulation of the force of skeletal muscle contraction,positive regulation of fast-twitch skeletal muscle fiber contraction,positive regulation of skeletal muscle tissue growth,skeletal muscle satellite cell differentiation,regulation of skeletal muscle contraction,negative regulation of skeletal muscle tissue development,myoblast differentiation involved in skeletal muscle regeneration,regulation of skeletal muscle tissue development,regulation of skeletal muscle fiber development,skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration,involuntary skeletal muscle contraction,satellite cell activation involved in skeletal muscle regeneration,regulation of slow-twitch skeletal muscle fiber contraction,regulation of skeletal muscle cell proliferation,regulation of skeletal muscle cell differentiation,skeletal muscle fiber differentiation,positive regulation of satellite cell activation involved in skeletal muscle regeneration,fast-twitch skeletal muscle fiber contraction,skeletal muscle myosin thick filament assembly,negative regulation of skeletal muscle cell differentiation,positive regulation of growth factor dependent skeletal muscle satellite cell proliferation,regulation of skeletal muscle contraction by action potential,regulation of skeletal muscle contraction via regulation of action potential,extraocular skeletal muscle development,negative regulation of skeletal muscle satellite cell proliferation,regulation of skeletal muscle contraction by calcium ion signaling,regulation of excitatory postsynaptic membrane potential involved in skeletal muscle contraction,slow-twitch skeletal muscle fiber contraction,skeletal muscle tissue growth,myoblast migration involved in skeletal muscle regeneration,negative regulation of skeletal muscle hypertrophy,regulation of skeletal muscle acetylcholine-gated channel clustering,skeletal muscle organ development,skeletal muscle satellite cell activation,skeletal muscle satellite cell migration,growth factor dependent regulation of skeletal muscle satellite cell proliferation,regulation of skeletal muscle fiber differentiation,skeletal muscle satellite cell proliferation,branchiomeric skeletal muscle development,positive regulation of skeletal muscle fiber differentiation,regulation of skeletal muscle tissue growth,negative regulation of skeletal muscle acetylcholine-gated channel clustering,positive regulation of skeletal muscle cell proliferation,regulation of skeletal muscle tissue regeneration,positive regulation of skeletal muscle hypertrophy,skeletal muscle satellite cell commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smooth muscle ,positive regulation of smooth muscle cell migration,negative regulation of smooth muscle cell proliferation,positive regulation of smooth muscle cell proliferation,smooth muscle contraction,positive regulation of vascular smooth muscle cell proliferation,regulation of smooth muscle contraction,negative regulation of vascular smooth muscle cell proliferation,negative regulation of vascular associated smooth muscle cell migration,positive regulation of vascular smooth muscle cell dedifferentiation,smooth muscle cell migration,negative regulation of smooth muscle contraction,positive regulation of smooth muscle contraction,urinary bladder smooth muscle contraction,positive regulation of vascular associated smooth muscle cell migration,aorta smooth muscle tissue morphogenesis,artery smooth muscle contraction,smooth muscle cell proliferation,uterine smooth muscle contraction,regulation of vascular smooth muscle contraction,positive regulation of vascular smooth muscle contraction,smooth muscle tissue development,positive regulation of transcription from rna polymerase ii promoter involved in smooth muscle cell differentiation,regulation of smooth muscle cell differentiation,vascular smooth muscle cell differentiation,regulation of smooth muscle cell apoptotic process,positive regulation of smooth muscle cell differentiation,intestine smooth muscle contraction,regulation of uterine smooth muscle contraction,positive regulation of uterine smooth muscle contraction,regulation of smooth muscle cell migration,regulation of smooth muscle cell-matrix adhesion,smooth muscle contraction involved in micturition,negative regulation of smooth muscle cell migration,vascular smooth muscle contraction,negative regulation of vascular smooth muscle cell differentiation,positive regulation of vascular associated smooth muscle cell apoptotic process,positive regulation of smooth muscle cell apoptotic process,regulation of smooth muscle cell proliferation,negative regulation of vascular associated smooth muscle cell apoptotic process,vascular smooth muscle cell development,smooth muscle cell chemotaxis,positive regulation of uterine smooth muscle relaxation,positive regulation of smooth muscle cell chemotaxis,negative regulation of smooth muscle cell chemotaxis,negative regulation of vascular smooth muscle contraction,positive regulation of vascular smooth muscle cell differentiation,negative regulation of smooth muscle cell apoptotic process,positive regulation of gastro-intestinal system smooth muscle contraction,smooth muscle cell differentiation,negative regulation of vascular smooth muscle cell differentiation involved in phenotypic switching,enteric smooth muscle cell differentiation,vein smooth muscle contraction,positive regulation of smooth muscle hypertrophy,positive regulation of vascular smooth muscle cell differentiation involved in phenotypic switching,ureter smooth muscle cell differentiation,negative regulation of smooth muscle cell differentiation,cardiac vascular smooth muscle cell differentiation,smooth muscle hypertrophy,positive regulation of cardiac vascular smooth muscle cell differentiation,smooth muscle cell-matrix adhesion,negative regulation of aortic smooth muscle cell differentiation,lung smooth muscle development,regulation of vascular smooth muscle cell dedifferentiation,positive regulation of regulation of vascular smooth muscle cell membrane depolarization,metanephric smooth muscle tissue development,smooth muscle adaptation,esophagus smooth muscle contraction,smooth muscle hyperplasia,positive regulation of small intestine smooth muscle contraction,tonic smooth muscle contraction,negative regulation of smooth muscle cell-matrix adhesion,negative regulation of uterine smooth muscle contraction,positive regulation of pyloric antrum smooth muscle contraction,positive regulation of colon smooth muscle contraction,positive regulation of stomach fundus smooth muscle contraction,negative regulation of vascular smooth muscle cell dedifferentiation,cardiac vascular smooth muscle cell development,negative regulation of cardiac vascular smooth muscle cell differentiation,negative regulation of transcription from rna polymerase ii promoter involved in smooth muscle cell differentiation,negative regulation of ureter smooth muscle cell differentiation,positive regulation of ureter smooth muscle cell differentiation,negative regulation of kidney smooth muscle cell differentiation,positive regulation of kidney smooth muscle cell differentiation,positive regulation of aortic smooth muscle cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sperm,binding of sperm to zona pellucida,spermatogenesis,flagellated sperm motility,spermatid development,spermatid nucleus differentiation,fusion of sperm to egg plasma membrane involved in single fertilization,negative regulation of binding of sperm to zona pellucida,positive regulation of flagellated sperm motility,sperm axoneme assembly,spermine metabolic process,spermidine catabolic process,spermine catabolic process,positive regulation of spermidine biosynthetic process,sperm capacitation,sperm-egg recognition,spermatid differentiation,spermatid nucleus elongation,sperm chromatin condensation,sperm ejaculation,spermatogenesis_ exchange of chromosomal proteins,sperm displacement,regulation of flagellated sperm motility,sperm entry,regulation of fusion of sperm to egg plasma membrane,prevention of polyspermy,sperm individualization,spermidine acetylation,spermine acetylation,nor-spermidine metabolic process,spermatogonial cell division,spermidine metabolic process,sperm mitochondrion organization,negative regulation of flagellated sperm motility,spermidine deacetylation,spermatocyte division,positive regulation of flagellated sperm motility involved in capacitation,regulation of transcription from rna polymerase ii promoter involved in spermatogenesis,spermine transport,regulation of sperm capacitation,spermine biosynthetic process,spermidine biosynthetic process,negative regulation of sperm capacitation,regulation of binding of sperm to zona pellucida,spermine transmembrane transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stellate ,negative regulation of hepatic stellate cell migration,negative regulation of hepatic stellate cell activation,negative regulation of pancreatic stellate cell proliferation,positive regulation of pancreatic stellate cell proliferation,positive regulation of hepatic stellate cell activation,positive regulation of hepatic stellate cell proliferation,hepatic stellate cell activation,positive regulation of hepatic stellate cell migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stem cell,stem cell population maintenance,somatic stem cell population maintenance,regulation of hematopoietic stem cell differentiation,hematopoietic stem cell homeostasis,stem cell proliferation,somatic stem cell division,neuronal stem cell population maintenance,stem cell development,positive regulation of hematopoietic stem cell migration,positive regulation of stem cell proliferation,stem cell differentiation,negative regulation of mesenchymal stem cell proliferation,hematopoietic stem cell proliferation,regulation of somatic stem cell population maintenance,negative regulation of stem cell differentiation,regulation of stem cell population maintenance,stem cell division,squamous basal epithelial stem cell differentiation involved in prostate gland acinus development,positive regulation of mesenchymal stem cell differentiation,intestinal stem cell homeostasis,positive regulation of mesenchymal stem cell proliferation,negative regulation of stem cell proliferation,regulation of stem cell division,regulation of stem cell proliferation,positive regulation of stem cell population maintenance,male germ-line stem cell asymmetric division,hematopoietic stem cell migration to bone marrow,hematopoietic stem cell differentiation,positive regulation of stem cell differentiation,positive regulation of hematopoietic stem cell proliferation,negative regulation of hematopoietic stem cell differentiation,hematopoietic stem cell migration,regulation of stem cell differentiation,canonical wnt signaling pathway involved in mesenchymal stem cell differentiation,canonical wnt signaling pathway involved in stem cell proliferation,mesenchymal stem cell maintenance involved in nephron morphogenesis,negative regulation of stem cell population maintenance,regulation of hematopoietic stem cell proliferation,germ-line stem cell population maintenance,positive regulation of somatic stem cell population maintenance,positive regulation of somatic stem cell division,positive regulation of mammary stem cell proliferation,mesenchymal stem cell proliferation,positive regulation of mesenchymal stem cell migration,stem cell fate specification,regulation of mesenchymal stem cell differentiation,negative regulation of mesenchymal stem cell differentiation,negative regulation of amniotic stem cell differentiation,epidermal stem cell homeostasis,negative regulation of somatic stem cell population maintenance,negative regulation of somatic stem cell division,positive regulation of hematopoietic stem cell differentiation,negative regulation of hematopoietic stem cell proliferation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stromal ,prostate gland stromal morphogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendon cell,tendon cell differentiation,positive regulation of tendon cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thymocyte,negative regulation of thymocyte apoptotic process,positive regulation of thymocyte migration,dn2 thymocyte differentiation,positive regulation of thymocyte apoptotic process,positive regulation of fibronectin-dependent thymocyte migration,regulation of thymocyte apoptotic process,thymocyte apoptotic process,thymocyte migration,regulation of thymocyte migration,dn3 thymocyte differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trophoblast giant ,trophoblast giant cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ureteric bud ,branching involved in ureteric bud morphogenesis,positive regulation of branching involved in ureteric bud morphogenesis,ureteric bud invasion,ureteric bud formation,positive regulation of ureteric bud formation,negative regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation,negative regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation,ureteric bud development,primary ureteric bud growth,positive regulation of metanephric ureteric bud development,ureteric bud morphogenesis,negative regulation of branching involved in ureteric bud morphogenesis,negative regulation of branch elongation involved in ureteric bud branching by bmp signaling pathway,specification of ureteric bud anterior/posterior symmetry by bmp signaling pathway,mesenchymal cell proliferation involved in ureteric bud development,regulation of branch elongation involved in ureteric bud branching,metanephric part of ureteric bud development,ureteric bud elongation,regulation of branching involved in ureteric bud morphogenesis,dichotomous subdivision of terminal units involved in ureteric bud branching,branch elongation involved in ureteric bud branching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
