Process name,GO_id,Genes
glycosaminoglycan biosynthetic process,GO:0006024,HAS1;GPC6;HS3ST1;SDC4;GPC3;GPC5;AGRN;EXT2;GCNT2;SDC3;HS2ST1;GALNT5;B3GALT6;EXT1;GPC2;UGDH;GPC4;PDGFRB;HEXA;B3GAT3;SDC2;HS3ST3B1;HSPG2;HS3ST2;NDST2;HS3ST3A1;B4GALT7;HS6ST2;PXYLP1;NDST1;XYLT2;HS3ST5;SDC1;GPC1;HS3ST6;HS6ST1;XYLT1;SLC35D2;
cellular amino acid biosynthetic process,GO:0008652,MTRR;CTH;;MRI1;ALDH18A1;PSPH;PSAT1;PHGDH;MTR;ENOPH1;PAH;MTHFD1;GOT1;PYCR3;CBSL;BCAT1;MTHFD2L;ASNSD1;BCAT2;CBS;PYCR2;ASNS;ASL;ADI1;APIP;OTC;ASS1;PYCR1;
methionine biosynthetic process,GO:0009086,MTRR;MTHFR;ADI1;MTR;MTHFD2L;APIP;BHMT2;ENOPH1;MRI1;MTHFD1;BHMT;
positive regulation of smoothened signaling pathway,GO:0045880,RAB34;GAS8;STK36;GPC3;PDCL;TTC23;TEDC1;CHSY1;CTNNA1;GLI1;SFRP1;SCUBE2;DYNC2H1;SMO;UCHL5;SKOR2;DLG5;DCDC2;INTU;IFT172;SHH;SCUBE1;TUBD1;CIBAR1;EVC;ARMC9;NDST1;PRRX1;SHOX2;ULK3;KIF7;FOXA1;TXNDC15;POR;TEDC2;IHH;
negative regulation of hippo signaling,GO:0035331,MAPK14;VGLL4;WWC1;AJUBA;WWC3;SHANK2;LIMD1;CIT;MAP2K3;MARK3;WTIP;WWC2;DLG5;
maintenance of cell polarity,GO:0030011,PDLIM1;CARMIL2;DST;ARPC5;NCKAP1L;SLC9A1;GSK3B;DLG5;
positive regulation of synapse assembly,GO:0051965,NLGN2;AMIGO1;ADNP;SRPX2;GHRL;SLITRK2;IL1RAP;SLITRK3;NRXN1;NTRK2;CBLN2;CLSTN1;NLGN3;SLITRK6;LRTM2;SLITRK5;EPHB3;PTPRD;CLSTN2;NLGN1;OXTR;DLG5;BHLHB9;FLRT2;LRRTM2;UBE2V2;LRRC4B;OXT;AMIGO2;LRRN3;LRRTM3;EPHB2;CUX2;BDNF;IL1RAPL1;AMIGO3;ADGRB1;WNT7A;TPBG;EPHB1;GRID2;CLSTN3;FLRT3;ADGRL2;ADGRB3;CBLN1;SLITRK4;EEF2K;SLITRK1;THBS2;SYNDIG1;NTRK1;LRRC24;ASIC2;LRRN1;LINGO2;
negative regulation of T cell proliferation,GO:0042130,;CEBPB;PTPN6;CD80;GPNMB;SDC4;RIPOR2;HAVCR2;PELI1;LILRB2;TGFB1;GLMN;CTLA4;VTCN1;FOXJ1;ARG1;HLA-DRB1;PLA2G2D;LILRB4;MARCHF7;DLG5;NDFIP1;MAD1L1;SPN;LILRB1;CR1;VSIG4;SCGB1A1;FOXP3;SHH;DLG1;CD86;CLEC4G;PAWR;IL2RA;IL20RB;IL4I1;HLA-G;IL10;PDCD1LG2;SFTPD;TNFRSF21;PLA2G2F;CD274;
positive regulation of dendritic spine development,GO:0060999,FMR1;SHANK1;APOE;CPEB3;C21orf91;CDKL5;LLPH;SHANK3;IL2;MAPK6;PSEN1;ARF1;FOXO6;NLGN1;NEURL1;CAMK1;DLG5;LPAR1;ZMYND8;SHANK2;EIF4G2;MTOR;PPP1R9A;ITSN1;
epithelial to mesenchymal transition,GO:0001837,AMELX;WNT11;SNAI2;FGFR1;TGFB2;LOXL2;ENG;BMP7;EPB41L5;TGFBR1;TGFB1;RBPJ;RFLNB;TRIM28;MSX1;LOXL3;FOXF2;ROCK2;LEF1;WNT4;DLG5;HNRNPAB;DDX5;FGFR2;NOTCH4;WNT5A;S100A4;NOG;BMP2;CTNNB1;SNAI1;TGFBR3;ROCK1;FAM83D;SOX9;HMGA2;FLNA;HIF1A;HGF;CUL7;DDX17;GSK3B;TGFBR3L;NOTCH1;PPP3R1;AKNA;
positive regulation of hippo signaling,GO:0035332,SOX11;IQCJ-SCHIP1;FRMD1;SCHIP1;DLG5;
protein peptidyl-prolyl isomerization,GO:0000413,;CWC27;PPIAL4E;PPIC;PPIL6;FKBP14;PIN4;PPIE;PPIB;FKBP9;FKBP11;PPIL4;PPIF;PPIL1;PPIAL4A;PPIAL4D;FKBP1B;PPIAL4H;FKBP8;PPIA;FKBP4;FKBP15;PPWD1;PPIL3;FKBP1C;FKBPL;FKBP1A;AIP;FKBP7;PPIAL4F;FKBP10;PPIH;FKBP3;FKBP5;FKBP6;PPIL2;FKBP2;RANBP2;PPID;AIPL1;PIN1;NKTR;PPIAL4C;PPIAL4G;PPIG;PTPA;
spermatid development,GO:0007286,GALNTL5;PLD6;CCDC63;MEIOC;SYCP3;FAM9C;OCA2;SPO11;PYGO2;FSHR;TNP1;QKI;TTC21A;KIT;PDILT;CAPZA3;SBF1;SUN5;PANK2;HOOK1;ODF2;CCNB1IP1;RNF8;KLHL10;RIMBP3;TRIP13;TSSK2;ADAD1;BRIP1;CDYL;SMARCA2;TSSK4;AFF4;HSPA2;JAM3;ING2;DMC1;NECTIN3;MKKS;DYNLL1;YTHDC2;PRM2;SOX30;PIWIL1;RIMBP3C;PTCHD3;PITHD1;CCDC42;OSBP2;ZMYND15;CEP57;PYGO1;SLIRP;MFSD14A;TOPAZ1;RFX2;SPANXB1;TMF1;TDRD5;IQCG;NECTIN2;BBS4;DPY19L2;TTC26;JAM2;EHMT2;NSUN2;REC8;FANCG;SIX5;CIB1;PACRG;FAM9B;STRBP;DHH;DDX25;CEP131;RIMBP3B;UBE2J1;TSSK1B;FNDC3A;FSCN3;CELF1;NME5;RSPH1;ACRBP;SPINK2;H3-5;FAM9A;
RNA phosphodiester bond hydrolysis_ endonucleolytic,GO:0090502,;NYNRIN;AGO3;PIWIL1;RNASE8;PRORP;ENDOG;RPP21;SMG6;YBEY;ERN1;ZC3H12C;EXO1;MRPL44;DICER1;POP4;INTS11;EDC3;FEN1;ZC3H12A;PIWIL2;CPSF3;ELAC1;RPP25;SND1;RIDA;TSEN34;RNASEH1;RPP30;APEX1;NUDT16;TSNAX;RNASEK;EXOG;SLFN13;NOB1;RNASE4;PIWIL4;LACTB2;KHNYN;POP1;SLFN14;RNASEH2A;NUDT16L1;AGO2;RNASE1;ENDOV;TSEN2;RPP38;POP7;AGO1;ZC3H12B;RPP14;ZC3H12D;POP5;RNASEL;ERN2;RNASE2;DBR1;DROSHA;ENDOU;RNASET2;TSN;UBXN8;
gene silencing by RNA,GO:0031047,TRIM71;FMR1;PABPC1;AJUBA;CNOT1;HENMT1;TARBP2;AGO3;TNRC6A;PIWIL1;PIWIL3;ERI1;MORC1;CNOT6;CNOT9;CNOT11;DICER1;XPO5;TEX15;MOV10;PTPN13;PRKRA;LIN28A;TDRD9;DDX4;CNOT10;CNOT6L;SND1;RBM4;TUT4;TNRC6C;ASZ1;SNIP1;NCBP2;CNOT8;EIF4ENIF1;NCBP1;EIF4E2;PIWIL4;EXD1;LIMD1;DHX9;ZFP36;CNOT3;CNOT7;AGO2;ADAR;AGO4;WTIP;TDRKH;FKBP6;LIN28B;AGO1;TNRC6B;DDX17;SRRT;MAEL;SPOCD1;DROSHA;TDRD12;CNOT2;TDRD1;PIWIL2;
negative regulation of transposition,GO:0010529,APOBEC3F;PIWIL1;APOBEC3D;TEX19;MORC1;UBR2;MYBL1;APOBEC3C;TEX15;BTBD18;TDRD9;DDX4;APOBEC3G;PIWIL4;APOBEC3A;AICDA;SIRT7;SPOCD1;APOBEC3H;APOBEC3B;PIWIL2;
piRNA metabolic process,GO:0034587,ASZ1;HENMT1;MOV10L1;PIWIL4;EXD1;MAEL;PIWIL1;TDRD9;DDX4;TDRD12;TDRD1;TDRKH;PIWIL2;PLD6;FKBP6;
spermatogenesis_ exchange of chromosomal proteins,GO:0035093,TNP1;H2BC1;FSHR;TNP2;SYCP3;PIWIL1;PSME4;RNF8;CHD5;
thyroid hormone generation,GO:0006590,DUOX2;DIO2;CPQ;TPO;IYD;SLC16A10;SLC5A5;CGA;CTSB;FOXE1;TG;CTSK;DIO1;MED1;DUOX1;
cellular oxidant detoxification,GO:0098869,;PRXL2C;PRDX2;MGST3;DUOX1;PXDNL;HBM;FABP1;S100A9;HBG1;GPX8;RP1;NXN;PTGS1;IPCEF1;GSTO1;APOM;HBE1;SELENOT;GSTA1;LTC4S;GSTZ1;GPX3;TXNRD1;PRDX5;GSTO2;GSTK1;GPX4;HBG2;TXNRD3;SESN1;CLIC2;TXNDC17;PRDX3;HBB;HBA1;PRXL2A;GPX2;PTGES;PRDX1;NNT;ALB;ALOX5AP;APOE;GPX5;GPX7;PRDX4;HP;PTGS2;HBZ;MPO;EPX;GPX1;MGST2;HBA2;UBIAD1;PARK7;HBD;IYD;GSTT1;TXNDC2;SELENOS;SELENOW;TXNRD2;SRXN1;GSR;GSTM2;TPO;PRDX6;PXDN;CAT;GSTP1;MGST1;LPO;HBQ1;SESN2;TP53INP1;KDM3B;DUOX2;CYGB;PRXL2B;GPX6;LOXHD1;
hormone biosynthetic process,GO:0042446,DUOX2;DIO2;FDX1;TPO;HFE;TG;CHST8;CYP17A1;DIO3;CHST9;DIO1;DUOX1;
hydrogen peroxide catabolic process,GO:0042744,APOA4;GPX3;PRDX2;PRDX5;DUOX1;PXDNL;HBM;HBZ;TPO;HBG2;PRDX6;HBG1;PXDN;CAT;MPO;EPX;LPO;GPX1;HBQ1;PRDX3;HBA2;HBE1;DUOX2;HBB;HBD;HBA1;PRDX1;
proline catabolic process,GO:0006562,;DAO;ALDH4A1;PRODH2;PRODH;
cellular metabolic process,GO:0044237,;EIF2B2;EIF2B1;MTR;CRCP;MRI1;WRN;WNT7B;EXOSC10;POLR2D;EIF2B4;BLM;FTCD;
tetrahydrofolate interconversion,GO:0035999,SHMT2;MTHFR;SHMT1;MTHFD2L;MTHFD2;MTHFS;MTHFD1L;MTHFD1;TYMS;FTCD;
histidine metabolic process,GO:0006547,HAL;HDC;AMDHD1;UROC1;FTCD;
histidine catabolic process to glutamate and formamide,GO:0019556,FTCD;AMDHD1;UROC1;HAL;
histidine catabolic process to glutamate and formate,GO:0019557,FTCD;AMDHD1;UROC1;HAL;
negative regulation of cell differentiation,GO:0045596,;PRAMEF5;HES1;KRAS;PRAMEF7;DLL1;PRAMEF14;JAG1;ANP32B;PRAMEF27;SINHCAF;PRAMEF33;SKIL;MAPK1;PRAMEF25;RBPJ;PRAME;PRAMEF10;ITGB1;FGF10;PRAMEF11;SUZ12;PRAMEF6;WNT4;PRAMEF1;FST;NODAL;RARG;POU4F2;PRAMEF19;HOPX;PRAMEF17;NOTCH4;SHH;IAPP;PRAMEF12;NOG;P2RY12;PRAMEF13;CTNNB1;PRAMEF20;PRMT5;PRAMEF15;PRAMEF18;PRAMEF26;PRAMEF9;BCL6;PRAMEF2;GLI3;WNT1;RARA;CDK6;TWIST1;PRAMEF4;TBX1;SIX2;NOTCH1;PRAMEF8;IHH;
regulation of inflammatory response,GO:0050727,UFL1;NOD2;MAS1;DUOXA2;TREX1;MYD88;CCR2;ALOX5;NLRP6;WNT5A;DUOXA1;IL1R1;AREL1;PYCARD;SBNO2;ESR1;ZBP1;IRF3;TNFSF4;BAP1;NLRP1;CASP4;GPX4;RELA;BIRC2;PGLYRP2;MCPH1;SCGB1A1;TNF;TNIP1;LACC1;FOXP1;TMSB4X;BCL6;DAGLB;SEMA7A;XIAP;MGLL;ZYX;PTGES;STING1;CASP1;SHPK;STK39;XCL1;AGTR1;PTGS2;BRD4;NR1D2;AHSG;FABP4;JAK2;USP18;CYLD;SPATA2;AGER;PARK7;PSMA6;DROSHA;BCL6B;ANXA1;ABHD12;AKNA;IL37;GRN;GPSM3;ACE2;CMA1;BST1;S100A8;HCK;GGT2;SETD6;GGT1;TLR4;SELE;FANCD2;LRRC19;LYN;CELF1;ALOX15;RICTOR;BIRC3;ADAMTS12;IL1RL2;IL20;FANCA;CASP5;PIK3AP1;
macrophage activation involved in immune response,GO:0002281,SBNO2;PRKCE;HMGB1;IFI35;FER1L5;IL33;IFNG;SYK;SUCNR1;HAVCR2;TREX1;DYSF;TICAM1;NMI;LBP;
osteoclast differentiation,GO:0030316,GLO1;SBNO2;TRAF6;EFNA2;GPC3;TCIRG1;MAPK14;TGFB1;DCSTAMP;EPHA2;TF;OSCAR;FARP2;CALCR;CSF1;CSF1R;TNFRSF11A;GAB2;TFRC;GPR183;TNF;CTNNB1;OSTM1;FOXP1;CCN4;JUNB;TREM2;MITF;TNFSF11;SNX10;TYROBP;IREB2;
cellular response to leukemia inhibitory factor,GO:1990830,CTH;EPS8;HK2;PIGA;MAT2A;TEX14;UBXN2A;SPRY4;MRPL15;KLF4;PARP16;SOX17;LRAT;SRM;PTP4A3;SSTR1;SHMT1;TFRC;HELLS;ICAM1;VEGFC;TRIM25;PML;SRSF3;MCF2;SNX10;XRCC5;SLC25A5;SBNO2;NUP35;ARID5B;PCOLCE2;MTF2;MYNN;SOX1;KDM5B;INA;TLE4;GFPT2;SMARCA5;RPS16;CREB1;GCLM;PADI2;PRDM5;FZD4;KDM3A;NEFH;NCL;NRP2;SMAD7;EIF4A2;SOCS3;NFYB;B3GNT2;SPRY2;MRAS;ILDR1;RIF1;SIRT1;PDCD10;ABCG4;BSPRY;MYBL2;KLF5;CACYBP;DTX1;PMM1;ADAM23;RARG;MSC;SYNGR1;FGF4;BCAT2;NR5A2;RNF125;RNMT;ABCD4;EFHC2;PAX6;WDR35;SPOCK2;SRSF7;HNRNPU;PFKP;TNFSF11;CTBP2;JARID2;
pituitary gland development,GO:0021983,HES1;ADCYAP1;GLI2;HESX1;GLI1;SOX2;RBPJ;LHX3;MSX1;CDH1;FGF10;TBX19;ALDH1A2;PROP1;BMPR1A;SRD5A1;GATA2;SALL1;ISL1;NOG;ETS1;NR0B1;BMP4;PAX6;SIX3;SOX3;NKX2-1;CREB1;PITX1;
dephosphorylation of RNA polymerase II C-terminal domain,GO:0070940,RPAP2;CTDP1;SSU72P2;SSU72P8;SSU72P4;RPRD1B;SSU72;RPRD1A;SSU72P3;SSU72P7;SSU72P5;
ribosomal small subunit biogenesis,GO:0042274,RIOK2;;RPS7;LTV1;ERCC2;RIOK1;SURF6;EMG1;NAT10;NOP14;RPS6;NOM1;NPM1;RPS24;NOB1;RRP36;RPS15;METTL17;RPS16;RPS17;RPS19;RPS28;RPS25;
SRP-dependent cotranslational protein targeting to membrane,GO:0006614,SSR3;RPL9;RPS9;SRP19;RPL35;RPS13;RPL4;SRP54;RPL29;RPS27;FAU;RPL21;RPL12;RPS26;RPL35A;RPL14;RPS15;SEC61A1;RPS20;RPS18;RPS29;RPL37A;RPSA;RPL15;RPL24;RPS11;RPL27A;RPS7;RPL28;RPS3;RPL13;RPL41;SRP9;RPS3A;RPS5;RPL7;RPS8;RPL26;RPL18A;RPL23A;RPL31;RPS16;RPS17;SRP68;RPS19;RPL34;RPS25;RPS14;RPS4Y1;RPL10A;RPS15A;RPL3;RPS21;SEC63;RPS6;RPS2;RPL36;SRPRA;RPL17;RPS24;RPL39;RPL8;RPLP1;RPL7A;RPS10;RPL19;RPS4X;RPL36A;RPLP2;RPL32;RPS27A;UBA52;RPL5;RPL30;RPL38;RPL27;RPS23;RPLP0;RPL6;RPL23;SRP72;RPS12;RPL11;RPL37;RPL13A;SRP14;RPL18;RPL10;RPL22;RPS28;
cytoplasmic translation,GO:0002181,;RPL9;DRG1;RPS9;RPL35;RPS13;RPL4;RPL29;RPS27;FAU;RPL21;RPL12;RPS26;RPL35A;RPL14;RPS15;RPS20;RPS18;RPS29;RPL37A;RPSA;RPL15;RPL24;RPS11;RPL27A;RPS7;RPL28;RPS3;RPL13;RPL41;RPS3A;RPS5;RPL7;RWDD1;RPS8;RPL26;RPL18A;RPL22L1;RPL23A;RPL31;RPS16;RPS17;RPS19;RPL26L1;RPL34;RPS25;RPS14;RPL10A;RPS15A;RPL3;RPS21;RPS6;RPS2;RPL36;RPL17;RPS24;RPL39;RPL8;RPLP1;RPL7A;RPS10;RPL19;RPS4X;RPL36A;ZC3H15;RPL32;RPS27A;UBA52;TMA7;RPL5;RPL30;RPL38;RPL27;DRG2;RPS23;RPLP0;RPL6;RPL23;FTSJ1;RPS12;RPL11;RPL37;RPL13A;RPL18;RPL10;RPL22;RPS28;
erythrocyte homeostasis,GO:0034101,KLF2;RPS24;RPS17;HMOX1;SCNN1B;NCKAP1L;HOXB6;GPI;PRDX1;IREB2;AXL;
negative regulation of translation,GO:0017148,SHMT2;GZMB;EPRS1;LARP1;PAIP2;CPEB3;EIF2AK1;GRB7;PAIP2B;CNOT9;CNOT10;GIGYF2;TIA1;EIF4ENIF1;SHMT1;DDX3X;PATL2;EIF2AK3;CELF4;NANOS2;RARA;EIF4EBP3;ENC1;MRPL13;EIF4A3;CNOT1;PRG3;RPS3;IGF2BP1;IGF2BP3;DAPK1;ILF3;XRN1;IGFBP5;RIDA;INPP5E;LSM14A;FXR2;RBM4;CAPRIN2;EIF4EBP2;TOB1;FXR1;FMR1;RGS2;SAMD4B;DHFR;TSC1;IGF2BP2;NCL;ANG;CALR;MALSU1;LIN28A;CNOT8;EIF4E2;CAPRIN1;BTG2;ZNF540;NANOS1;EIF4E;DHX36;NANOS3;YBX1;RACK1;TRIM71;SYNCRIP;PURA;TYMS;DDX6;PCIF1;RNF139;PUS7;EIF2AK2;GAPDH;EIF4EBP1;RPL13A;CNOT7;CIRBP;SAMD4A;OTUD6B;DAPK3;IREB2;
P-body assembly,GO:0033962,PATL1;DDX6;RC3H1;EIF4ENIF1;LSM14A;LSM4;ATXN2;EDC3;LIMD1;PATL2;CNOT7;NOCT;LSM3;DYNC1H1;
mitotic spindle assembly,GO:0090307,CDC20;GOLGA2;KIFC1;CEP192;ABRAXAS2;KIF2A;RAB11A;KIFC2;AAAS;MYBL2;KIF3B;MAP9;CLASP2;SMC3;LSM14A;RHOA;TOGARAM1;CCDC61;BCCIP;KIF11;STAG2;MISP;ABRAXAS1;ZNF207;WRAP73;KPNB1;PIBF1;SMC1A;TOGARAM2;SPICE1;FLNA;NEK2;CLASP1;STAG1;MZT1;ARHGEF10;TPX2;CHEK2;TASOR;
stress granule assembly,GO:0034063,PUM2;ATXN2;G3BP2;YTHDF1;UBAP2L;GRB7;YTHDF2;DDX6;CSDE1;EIF2S1;RPS23;LSM14A;G3BP1;MAPT;BICD1;OGFOD1;C9orf72;DDX3X;CIRBP;PRRC2C;ATXN2L;DYNC1H1;YTHDF3;
chondroitin sulfate metabolic process,GO:0030204,;DSE;BPNT2;CHST11;EXT1;DSEL;
dermatan sulfate metabolic process,GO:0030205,;DSEL;DSE;
dermatan sulfate biosynthetic process,GO:0030208,UST;CHST12;DSE;BGN;BCAN;NCAN;CHST14;DCN;VCAN;DSEL;CSPG5;CSPG4;
negative regulation of cytoplasmic translation,GO:2000766,;CPEB4;FMR1;UNK;RBM24;CPEB3;CPEB1;CPEB2;
cellular response to amino acid stimulus,GO:0071230,CEBPB;MMP2;PDGFD;RRAGD;IPO5;RRAGB;RRAGC;LAMTOR3;CPEB3;DNMT1;SESN3;LAMTOR4;NTRK2;COL5A2;COL4A6;DNMT3A;ZEB1;BCL2L2;LAMTOR1;LAMTOR2;HSF1;RPTOR;NEURL1;XBP1;CYBA;PDGFC;CPEB4;COL4A1;COL6A1;BCL2L1;GLRA1;NSMF;PDGFRA;TNF;COL1A2;RRAGA;COL1A1;SESN2;CPEB1;GLRA2;MTOR;SLC38A9;LAMTOR5;ATP7A;HNRNPD;CAPN2;SPAAR;SOCS1;LARS1;ASS1;COL16A1;SH3BP4;
positive regulation of mRNA polyadenylation,GO:1900365,CPEB1;CPEB3;HSF1;NUDT21;
regulation of cell growth,GO:0001558,IGFBP3;PTCH2;IGFBPL1;NUBP1;KAZALD1;ROS1;AGT;URI1;DCUN1D5;ARHGEF11;KIAA1109;TAOK2;EPB41L3;TMC8;LTBP4;CEACAM1;EPM2A;OGFR;CISH;IGFBP4;ATAD3A;AGTR1;CLSTN1;BAP1;KIF14;ILK;MUC12;SGK1;NRG3;EGLN2;LAMTOR1;IGFBP5;CAMK2D;LAMTOR2;NPM1;RPTOR;XBP1;MAD2L2;CDK11A;ITCH;LMX1A;EBAG9;IL17RB;PAPPA2;RB1;BCAR1;CREB3;SOCS2;SGK3;CDC73;CDK11B;TMEM97;WFDC1;RASGRP2;FAM107A;PAK5;NANOS1;CHPT1;STK11;PLCE1;IGFBP7;MTOR;CRKL;CRIM1;CLSTN3;DDR1;SGK2;NET1;PAK4;SPOCK1;FOXM1;TSG101;FBLN5;PRKCQ;
signaling,GO:0023052,DLGAP4;DLGAP1;DLGAP5;DLGAP3;CCL3;APPL1;APPL2;DLGAP2;CCR5;
neuron-neuron synaptic transmission,GO:0007270,PTEN;DRD2;KIF1B;TMOD2;DLGAP2;VDAC1;
positive regulation of cytokinesis,GO:0032467,CXCR5;OPN1LW;KIF20B;CSPP1;RXFP3;SVIL;KIF14;OR1A2;AURKC;OR2A4;CIT;CUL3;CDC42;KIF3B;GIPC1;CDC14C;CDC14A;AURKB;RHOA;MAP10;ECT2;DRD2;SSTR5;DRD3;CDC14B;PKN2;MRGPRX2;CDC6;PRKCE;SPAST;RACGAP1;CHMP3;CENPV;KIF23;CDC25B;PKP4;TAS1R2;TAS2R13;OPN1MW;
regulation of actin filament polymerization,GO:0030833,;LATS1;ESAM;HAX1;CYRIA;CORO1A;ARHGAP28;PFN2;ARPC4-TTLL3;ARPC1B;CYRIB;PREX1;HCLS1;PFN3;PFN1;ARPC3;CYFIP2;DBN1;ELN;FCHSD1;ARPC4;BAIAP2L1;ARHGAP18;ARPC2;DBNL;ARPC1A;PAK3;ARPC5L;ARHGAP40;PPP1R9A;PLEKHG2;RASA1;COTL1;ARPC5;GBA2;CTTN;FCHSD2;ABITRAM;CYFIP1;
DNA demethylation,GO:0080111,APOBEC3F;TET3;TET1;APOBEC3D;ALKBH4;FTO;ALKBH1;APOBEC3C;APOBEC3G;APEX1;TDG;APOBEC2;APOBEC1;APOBEC3A;AICDA;TET2;APOBEC3H;ALKBH2;APOBEC3B;
negative regulation of viral genome replication,GO:0045071,CCL5;FAM111A;OAS3;IFIT1;APOBEC3F;IFNB1;LTF;OAS1;IFIT5;TRIM6;ISG15;IFITM2;IFNL3;APOBEC3C;ZC3HAV1;ILF3;OASL;BTBD17;SRPK1;MAVS;APOBEC3G;MX1;PROX1;IFITM3;SHFL;EIF2AK2;APOBEC3A;TNF;PARP10;RSAD2;TNIP1;SRPK2;OAS2;N4BP1;RNASEL;IFITM1;SLPI;BANF1;BST2;ISG20;IFI16;PLSCR1;
cytidine deamination,GO:0009972,CDADC1;APOBEC2;APOBEC3F;CDA;APOBEC3C;APOBEC1;APOBEC3A;APOBEC3H;APOBEC3D;AICDA;APOBEC3B;APOBEC3G;
cytidine to uridine editing,GO:0016554,A1CF;RBM47;APOBEC2;APOBEC3F;APOBEC3C;APOBEC1;APOBEC3A;APOBEC3H;APOBEC3D;AICDA;APOBEC3B;APOBEC3G;
negative regulation of single stranded viral RNA replication via double stranded DNA intermediate,GO:0045869,MORC2;SETDB1;TRIM28;MPHOSPH8;APOBEC3F;RESF1;APOBEC3C;APOBEC3A;APOBEC3H;APOBEC3D;INPP5K;AICDA;APOBEC3B;TASOR;APOBEC3G;HMGA2;
DNA cytosine deamination,GO:0070383,CDADC1;APOBEC3F;APOBEC3C;APOBEC1;APOBEC3A;APOBEC3H;APOBEC3D;AICDA;APOBEC3B;APOBEC3G;
cellular response to xenobiotic stimulus,GO:0071466,RB1;E2F1;MCM7;APOBEC3A;PCNA;UGT1A1;
clathrin-dependent endocytosis,GO:0072583,AP2A1;DLL1;AP2S1;AP2B1;DNAJC6;FNBP1L;AP2M1;GPR107;CLTB;AP2A2;SLC9B2;PICALM;INPP5F;FCHO1;SGIP1;SNAP91;CLTA;FCHO2;GAK;CLTC;CANX;FCHSD2;HIP1;LMBRD1;PIP5K1C;
protein localization to juxtaparanode region of axon,GO:0071205,CNTNAP2;CNTN2;CNTNAP1;EPB41L3;
neuron projection morphogenesis,GO:0048812,NYAP1;NGF;KIF20B;UGT8;EPB41L3;TAOK2;PLXNB1;MAP4K4;GAS7;DCLK1;BMP7;DNM2;PACSIN1;LRRK2;MAP1S;DAB2IP;KLK8;NCKAP1;SRGAP2;EGFR;SLITRK6;CDK5;MYO16;ITGA1;DICER1;ILK;SGK1;TAOK1;ANKRD27;DTNBP1;NEK3;BRSK1;PAK1;RHOA;DBN1;ALS2;CNTNAP2;UBB;NYAP2;WEE1;TNIK;WNT5A;MINK1;PLXNA4;BDNF;NCKAP1L;MNX1;NEFL;CNTNAP1;DBNL;SLC9A6;NRK;BRSK2;SHTN1;TRIO;ADORA2A;DMD;ZNF335;GJA1;SLIT1;ATP7A;DYNLT1;NBL1;CTTN;WNT7B;NTF3;KIRREL3;TAOK3;GPM6A;NTF4;
cerebral cortex development,GO:0021987,XAB2;TACC3;BTBD3;TRAPPC9;PSEN1;GART;NPY;CCDC85C;KDM1A;TACC2;TH;CNTNAP2;FOXG1;LRP8;NCOA1;TACC1;COL3A1;BNIP3;CDH2;PAFAH1B1;NDE1;NF1;NR2E1;BCL2A1;MCPH1;RELN;LRP6;ATOH1;NOTCH2NLA;FOXP2;H2AX;PAX5;BAD;MPP5;CRKL;DMD;TBR1;EMX2;MKKS;PHACTR1;CEP120;ASCL1;LHX2;ARHGAP11B;TSC1;CDK5;PTPRS;SLC38A2;NOTCH2NLB;BAX;LRP1;EMX1;ASPM;BBS4;FLNA;CSNK2A2;BBS2;FAT4;CRK;TMEM14B;NTRK2;KIF14;PLCB1;MDK;SLC2A1;PPP1R9B;DAB1;SMO;CDON;SRD5A1;NSUN5;NEFL;CELF1;ATIC;HIF1A;WDR62;GNG12;NOTCH2NLC;
transmission of nerve impulse,GO:0019226,S1PR1;DRD5;CACNG7;CACNG8;PAFAH1B1;OTOA;DRD1;SPTBN4;CACNG2;DMRT3;CNTNAP2;SOD1;CACNG5;JAM3;CACNG4;CHRM5;MAG;CACNG3;NFASC;
learning,GO:0007612,PRKN;NLGN4X;PAK6;INSR;FYN;ARC;TLR2;ATXN1L;YTHDF1;PRKAR2B;CNTN2;FOSL1;CLDN5;GRM5;SHANK3;PTN;NRXN1;NTRK2;PTGS2;NTSR1;NLGN3;BCHE;PPP1R9B;AAAS;UBA6;SLC24A2;SLC8A3;SLC12A5;SORCS3;SLC8A2;TH;EIF2AK4;ATAD1;ELAVL4;APP;RELN;CNTNAP2;SYT11;DLG4;SHANK2;CIC;EPHB2;ARF4;STRA6;SYNJ1;ATP8A1;GRIN2A;NPAS4;DRD3;PAK5;JUN;JPH3;FGF13;SLC6A1;ATXN1;MECP2;NLGN4Y;COMT;JPH4;RGS14;PPP3CB;CHRNB2;NRXN3;VDAC1;
social behavior,GO:0035176,DRD4;NLGN4X;SHANK1;EN1;GRID1;GNG8;SEPTIN5;ATXN1L;CX3CR1;CHD8;UCN;SHANK3;NRXN1;DVL1;SLC6A4;NLGN3;NRXN2;NR2E1;GRP;BRINP1;EXT1;RPTOR;OXTR;AVP;TH;MAPK8IP2;CNTNAP2;DLG4;OXT;SHANK2;GAD1;CIC;KALRN;EIF4EBP2;NPAS4;DRD3;PCM1;GRPR;CLN8;MTOR;PTEN;VPS13A;ATXN1;AVPR1A;MECP2;NLGN4Y;PTCHD1;TBX1;MKKS;CHRNB2;NRXN3;
