"Disease_ID","Disease_name","Gene_symbol","Phenotypic_series_ID","Phenotypic_series_name","Tissue","Clinical_manifestation","Pathogenesis"
"614608","Coffin-Siris syndrome 3","SMARCB1","PS135900","Coffin-Siris syndrome","Peripheral nerve","Yes","NA"
"614608","Coffin-Siris syndrome 3","SMARCB1","PS156200","Mental retardation, autosomal dominant","Peripheral nerve","Yes","NA"
"605253","Hypomyelinating neuropathy, congenital, 1","EGR2","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"605253","Hypomyelinating neuropathy, congenital, 1","EGR2","PS605253","Neuropathy, congenital hypomelinating","Peripheral nerve","Yes","NA"
"302800","Charcot-Marie-Tooth neuropathy, X-linked dominant, 1","GJB1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"607678","Charcot-Marie-Tooth disease, type 1D","EGR2","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"214400","Charcot-Marie-Tooth disease, type 4A","GDAP1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"608654","Neuropathy, hereditary sensory and autonomic, type V","NGF","PS162400","Hereditary sensory and autonomic neuropathy","Peripheral nerve","Yes","NA"
"162091","{Schwannomatosis-1, susceptibility to}","SMARCB1","PS162091","Schwannomatosis","Peripheral nerve","Yes","NA"
"162091","Schwannomatosis, somatic","NF2","PS162091","Schwannomatosis","Peripheral nerve","Yes","NA"
"606482","Charcot-Marie-Tooth disease, axonal type 2M","DNM2","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"606482","Charcot-Marie-Tooth disease, dominant intermediate B","DNM2","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"608323","Charcot-Marie-Tooth disease, dominant intermediate C","YARS1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"610532","Leukodystrophy, hypomyelinating, 5","FAM126A","PS312080","Leukodystrophy, hypomyelinating","Peripheral nerve","Yes","NA"
"301835","Arts syndrome","PRPS1","PS309510","Mental retardation, X-linked syndromic","Peripheral nerve","Yes","NA"
"256850","Giant axonal neuropathy-1","GAN","PS256850","Giant axonal neuropathy","Peripheral nerve","Yes","NA"
"167320","Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia 1","VCP","PS167320","Inclusion body myopathy/Paget disease/frontotemporal dementia","Peripheral nerve","Yes","NA"
"616688","Charcot-Marie-Tooth disease, axonal, type 2Z","MORC2","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"310490","Cowchock syndrome","AIFM1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"616684","Charcot-Marie-Tooth disease, type 4K","SURF1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"616687","Charcot-Marie-Tooth disease, type 2Y","VCP","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"616683","Leukodystrophy, hypomyelinating, 12","VPS11","PS312080","Leukodystrophy, hypomyelinating","Peripheral nerve","Yes","NA"
"248370","Mandibuloacral dysplasia","LMNA","PS248370","Mandibuloacral dysplasia with lipodystrophy","Peripheral nerve","Yes","NA"
"616280","Charcot-Marie-Tooth disease, axonal, type 2U","MARS1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"611228","Charcot-Marie-Tooth disease, type 4J","FIG4","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"616516","Emery-Dreifuss muscular dystrophy 3, autosomal recessive","LMNA","PS310300","Emery-Dreifuss muscular dystrophy","Peripheral nerve","Yes","NA"
"615284","Charcot-Marie-Tooth disease, type 4B3","SBF1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"616881","Leukodystrophy, hypomyelinating, 13","HIKESHI","PS312080","Leukodystrophy, hypomyelinating","Peripheral nerve","Yes","NA"
"615551","Episodic pain syndrome, familial, 2","SCN10A","PS615040","Familial episodic pain syndrome","Peripheral nerve","Yes","NA"
"615552","Episodic pain syndrome, familial, 3","SCN11A","PS615040","Familial episodic pain syndrome","Peripheral nerve","Yes","NA"
"256840","Neuropathy, hereditary sensory, with spastic paraplegia","CCT5","","","Peripheral nerve","Yes","NA"
"118220","Charcot-Marie-Tooth disease, type 1A","PMP22","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"615490","Charcot-Marie-Tooth disease, type 2R","TRIM2","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"300614","Deafness, X-linked 5","AIFM1","PS304500","Deafness, X-linked","Peripheral nerve","Yes","NA"
"300614","Deafness, X-linked 5","AIFM1","PS609129","Auditory neuropathy","Peripheral nerve","Yes","NA"
"616192","?Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus","DNAJC3","","","Peripheral nerve","Yes","NA"
"614381","Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism","POLR3B","PS312080","Leukodystrophy, hypomyelinating","Peripheral nerve","Yes","NA"
"601098","Charcot-Marie-Tooth disease, type 1C","LITAF","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"601152","Hereditary motor and sensory neuropathy VIA","MFN2","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"182600","Spastic paraplegia 3A, autosomal dominant","ATL1","PS303350","Spastic paraplegia","Peripheral nerve","Yes","NA"
"616339","Developmental and epileptic encephalopathy 29","AARS1","PS308350","Developmental and epileptic encephalopathy","Peripheral nerve","Yes","NA"
"115200","Cardiomyopathy, dilated, 1A","LMNA","PS115200","Dilated cardiomyopathy","Peripheral nerve","Yes","NA"
"601472","Charcot-Marie-Tooth disease, type 2D","GARS1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"604360","Spastic paraplegia 11, autosomal recessive","SPG11","PS303350","Spastic paraplegia","Peripheral nerve","Yes","NA"
"616039","Charcot-Marie-Tooth disease, recessive intermediate D","COX6A1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"607677","Charcot-Marie-Tooth disease, type 2I","MPZ","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"151660","Lipodystrophy, familial partial, type 2","LMNA","PS151660","Lipodystrophy, familial partial","Peripheral nerve","Yes","NA"
"607791","Charcot-Marie-Tooth disease, dominant intermediate D","MPZ","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"612438","Leukodystrophy, hypomyelinating, 6","TUBB4A","PS312080","Leukodystrophy, hypomyelinating","Peripheral nerve","Yes","NA"
"608673","Charcot-Marie-Tooth disease, axonal, type 2L","HSPB8","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"223900","Dysautonomia, familial","ELP1","PS162400","Hereditary sensory and autonomic neuropathy","Peripheral nerve","Yes","NA"
"615548","Neuropathy, hereditary sensory and autonomic, type VII","SCN11A","PS162400","Hereditary sensory and autonomic neuropathy","Peripheral nerve","Yes","NA"
"201300","Neuropathy, hereditary sensory and autonomic, type II","WNK1","PS162400","Hereditary sensory and autonomic neuropathy","Peripheral nerve","Yes","NA"
"614255","NESCAV syndrome","KIF1A","","","Peripheral nerve","Yes","NA"
"608804","Leukodystrophy, hypomyelinating, 2","GJC2","PS312080","Leukodystrophy, hypomyelinating","Peripheral nerve","Yes","NA"
"607706","Charcot-Marie-Tooth disease, axonal, with vocal cord paresis","GDAP1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"609311","Charcot-Marie-Tooth disease, type 4H","FGD4","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"162400","Neuropathy, hereditary sensory and autonomic, type IA","SPTLC1","PS162400","Hereditary sensory and autonomic neuropathy","Peripheral nerve","Yes","NA"
"181350","Emery-Dreifuss muscular dystrophy 2, autosomal dominant","LMNA","PS310300","Emery-Dreifuss muscular dystrophy","Peripheral nerve","Yes","NA"
"617087","Charcot-Marie-Tooth disease, axonal, type 2A2B","MFN2","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"616140","Leukodystrophy, hypomyelinating, 9","RARS1","PS312080","Leukodystrophy, hypomyelinating","Peripheral nerve","Yes","NA"
"616625","Charcot-Marie-Tooth disease, axonal, type 2W","HARS1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"605588","Charcot-Marie-Tooth disease, type 2B1","LMNA","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"312080","Pelizaeus-Merzbacher disease","PLP1","PS312080","Leukodystrophy, hypomyelinating","Peripheral nerve","Yes","NA"
"160150","{Centronuclear myopathy, autosomal, modifier of}","MTMR14","PS160150","Myopathy, centronuclear","Peripheral nerve","Yes","NA"
"160150","Centronuclear myopathy 1","DNM2","PS160150","Myopathy, centronuclear","Peripheral nerve","Yes","NA"
"614116","Neuropathy, hereditary sensory, type IE","DNMT1","PS162400","Hereditary sensory and autonomic neuropathy","Peripheral nerve","Yes","NA"
"607831","?Charcot-Marie-Tooth disease, axonal, autosomal dominant, type 2K","JPH1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"607831","Charcot-Marie-Tooth disease, axonal, type 2K","GDAP1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"604563","Charcot-Marie-Tooth disease, type 4B2","SBF2","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"615632","Neuropathy, hereditary sensory, type IF","ATL3","PS162400","Hereditary sensory and autonomic neuropathy","Peripheral nerve","Yes","NA"
"617017","Charcot-Marie-Tooth disease, axonal, type 2T","MME","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"616155","Charcot-Marie-Tooth disease, axonal, type 2S","IGHMBP2","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"602099","Amyotrophic lateral sclerosis 5, juvenile","SPG11","PS105400","Amyotrophic lateral sclerosis","Peripheral nerve","Yes","NA"
"616420","Leukodystrophy, hypomyelinating, 10","PYCR2","PS312080","Leukodystrophy, hypomyelinating","Peripheral nerve","Yes","NA"
"158590","Neuronopathy, distal hereditary motor, type IIA","HSPB8","","","Peripheral nerve","Yes","NA"
"615376","Charcot-Marie-Tooth disease, recessive intermediate C","PLEKHG5","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"605285","Neuropathy, hereditary motor and sensory, Russe type","HK1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"605280","Spastic paraplegia 13, autosomal dominant","HSPD1","PS303350","Spastic paraplegia","Peripheral nerve","Yes","NA"
"614436","Charcot-Marie-Tooth disease, axonal, type 2P","LRSAM1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"606595","Charcot-Marie-Tooth disease, axonal, type 2F","HSPB1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"612233","Leukodystrophy, hypomyelinating, 4","HSPD1","PS312080","Leukodystrophy, hypomyelinating","Peripheral nerve","Yes","NA"
"613640","Neuropathy, hereditary sensory and autonomic, type IC","SPTLC2","PS162400","Hereditary sensory and autonomic neuropathy","Peripheral nerve","Yes","NA"
"311070","Charcot-Marie-Tooth disease, X-linked recessive, 5","PRPS1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"610357","Spastic paraplegia 30, autosomal dominant","KIF1A","PS303350","Spastic paraplegia","Peripheral nerve","Yes","NA"
"610357","Spastic paraplegia 30, autosomal recessive","KIF1A","PS303350","Spastic paraplegia","Peripheral nerve","Yes","NA"
"118300","Charcot-Marie-Tooth disease, type 1E","PMP22","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"616924","Charcot-Marie-Tooth disease, axonal, type 2CC","NEFH","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"614228","Charcot-Marie-Tooth disease, axonal, type 20","DYNC1H1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"613376","?Neuronopathy, distal hereditary motor, type IIC","HSPB3","","","Peripheral nerve","Yes","NA"
"616494","Leukodystrophy, hypomyelinating, 11","POLR1C","PS312080","Leukodystrophy, hypomyelinating","Peripheral nerve","Yes","NA"
"105400","{Amyotrophic lateral sclerosis, susceptibility to}","DCTN1","PS105400","Amyotrophic lateral sclerosis","Peripheral nerve","Yes","NA"
"105400","{Amyotrophic lateral sclerosis, susceptibility to}","PRPH","PS105400","Amyotrophic lateral sclerosis","Peripheral nerve","Yes","NA"
"105400","Amyotrophic lateral sclerosis 1","SOD1","PS105400","Amyotrophic lateral sclerosis","Peripheral nerve","Yes","NA"
"105400","?{Amyotrophic lateral sclerosis, susceptibility to}","NEFH","PS105400","Amyotrophic lateral sclerosis","Peripheral nerve","Yes","NA"
"256800","Insensitivity to pain, congenital, with anhidrosis","NTRK1","PS162400","Hereditary sensory and autonomic neuropathy","Peripheral nerve","Yes","NA"
"601455","Charcot-Marie-Tooth disease, type 4D","NDRG1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"608516","{Major depressive disorder and accelerated response to antidepressant drug treatment}","FKBP5","","","Peripheral nerve","Yes","NA"
"608516","{Unipolar depression, susceptibility to}","TPH2","","","Peripheral nerve","Yes","NA"
"608516","Major depressive disorder 1","MDD1","","","Peripheral nerve","Yes","NA"
"608516","{Major depressive disorder, response to citalopram therapy in}","HTR2A","","","Peripheral nerve","Yes","NA"
"608516","{Seasonal affective disorder, susceptibility to}","HTR2A","","","Peripheral nerve","Yes","NA"
"608516","Major depressive disorder 2","MDD2","","","Peripheral nerve","Yes","NA"
"609260","Charcot-Marie-Tooth disease, axonal, type 2A2A","MFN2","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"601596","Charcot-Marie-Tooth disease, type 4C","SH3TC2","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"607736","Charcot-Marie-Tooth disease, type 2J","MPZ","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"607734","Charcot-Marie-Tooth disease, type 1F","NEFL","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"607694","Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism","POLR3A","PS312080","Leukodystrophy, hypomyelinating","Peripheral nerve","Yes","NA"
"614504","Usher syndrome type 3B","HARS1","PS276900","Usher syndrome","Peripheral nerve","Yes","NA"
"613287","Charcot-Marie-Tooth disease, axonal, type 2N","AARS1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"614213","Neuropathy, hereditary sensory, type IIC","KIF1A","PS162400","Hereditary sensory and autonomic neuropathy","Peripheral nerve","Yes","NA"
"608634","Neuronopathy, distal hereditary motor, type IIB","HSPB1","","","Peripheral nerve","Yes","NA"
"616271","3-methylglutaconic aciduria, type VII, with cataracts, neurologic involvement and neutropenia","CLPB","PS250950","3-Methylglutaconic aciduria","Peripheral nerve","Yes","NA"
"608340","Charcot-Marie-Tooth disease, recessive intermediate, A","GDAP1","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"612577","Amyotrophic lateral sclerosis 11","FIG4","PS105400","Amyotrophic lateral sclerosis","Peripheral nerve","Yes","NA"
"614895","Charcot-Marie-Tooth disease, type 4F","PRX","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"312920","Spastic paraplegia 2, X-linked","PLP1","PS303350","Spastic paraplegia","Peripheral nerve","Yes","NA"
"600882","Charcot-Marie-Tooth disease, type 2B","RAB7A","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"616488","Neuropathy, hereditary sensory and autonomic, type VIII","PRDM12","PS162400","Hereditary sensory and autonomic neuropathy","Peripheral nerve","Yes","NA"
"145900","Dejerine-Sottas disease","MPZ","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"145900","Dejerine-Sottas disease","EGR2","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"145900","Dejerine-Sottas disease","PMP22","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"145900","Dejerine-Sottas disease","PRX","PS118220","Charcot-Marie-Tooth disease","Peripheral nerve","Yes","NA"
"613206","Spastic paraplegia 44, autosomal recessive","GJC2","PS303350","Spastic paraplegia","Peripheral nerve","Yes","NA"
"158600","Spinal muscular atrophy, lower extremity-predominant 1, AD","DYNC1H1","PS158600","Spinal muscular atrophy, lower extremity-predominant","Peripheral nerve","Yes","NA"
"613954","Frontotemporal dementia and/or amyotrophic lateral sclerosis 6","VCP","PS105400","Amyotrophic lateral sclerosis","Peripheral nerve","Yes","NA"
"613954","Frontotemporal dementia and/or amyotrophic lateral sclerosis 6","VCP","PS105550","Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis","Peripheral nerve","Yes","NA"
"224230","Dyskeratosis congenita, autosomal recessive 1","NOP10","PS127550","Dyskeratosis congenita","Digestive system-Esophagus","Yes","NA"
"615190","Dyskeratosis congenita, autosomal recessive 5","RTEL1","PS127550","Dyskeratosis congenita","Digestive system-Esophagus","Yes","NA"
"615190","Dyskeratosis congenita, autosomal dominant 4","RTEL1","PS127550","Dyskeratosis congenita","Digestive system-Esophagus","Yes","NA"
"164280","Feingold syndrome 1","MYCN","PS164280","Feingold syndrome","Digestive system-Esophagus","Yes","NA"
"305000","Dyskeratosis congenita, X-linked","DKC1","PS127550","Dyskeratosis congenita","Digestive system-Esophagus","Yes","NA"
"616373","Pulmonary fibrosis and/or bone marrow failure, telomere-related, 3","RTEL1","PS614742","Pulmonary fibrosis and/or bone marrow failure, telomere-related","Digestive system-Esophagus","Yes","NA"
"616371","Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4","PARN","PS614742","Pulmonary fibrosis and/or bone marrow failure, telomere-related","Digestive system-Esophagus","Yes","NA"
"145410","Opitz GBBB syndrome, type II","SPECC1L","PS300000","Opitz GBBB syndrome","Digestive system-Esophagus","Yes","NA"
